                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     41,                 1.0864,                0.54253,                 1.0184,                 1.1913,                0.55103,                 1.0349,                0.61599,                0.61371,                0.64483,                0.43691,                 1.1614,                0.52655,                 1.0727,                 1.2133,                0.52792,                 1.0872,             0.00068204,             0.00068204,             0.00068204
                     42,                 1.0762,                0.53775,                  1.012,                 1.1842,                 0.5441,                 1.0274,                 0.6148,                0.61062,                0.64765,                0.43707,                  1.158,                0.52662,                 1.0702,                  1.213,                0.52244,                 1.0873,             0.00067104,             0.00067104,             0.00067104
                     43,                 1.0833,                0.53702,                 1.0135,                 1.1925,                 0.5419,                  1.027,                0.61012,                0.61765,                0.64175,                0.43591,                 1.1609,                0.52373,                 1.0708,                 1.2127,                0.52939,                 1.0856,             0.00066005,             0.00066005,             0.00066005
                     44,                 1.0842,                0.53644,                 1.0096,                 1.1945,                0.54081,                 1.0253,                0.60484,                0.63653,                 0.6458,                 0.4403,                 1.1588,                0.52972,                 1.0698,                  1.208,                0.52815,                 1.0835,             0.00064905,             0.00064905,             0.00064905
                     45,                 1.0725,                0.53142,                 1.0137,                 1.1788,                0.53741,                 1.0283,                0.61648,                0.62506,                0.64627,                 0.4401,                 1.1589,                0.52683,                 1.0668,                 1.2119,                0.51879,                 1.0811,             0.00063805,             0.00063805,             0.00063805
                     46,                 1.0716,                0.52627,                 1.0083,                 1.1769,                0.53177,                  1.023,                0.61588,                0.61405,                0.64458,                0.43712,                 1.1561,                0.52596,                 1.0654,                 1.2097,                0.52321,                 1.0819,             0.00062705,             0.00062705,             0.00062705
                     47,                 1.0669,                0.52923,                 1.0117,                 1.1771,                0.53477,                 1.0239,                 0.6246,                0.60795,                0.64749,                0.43669,                 1.1629,                0.52019,                 1.0685,                 1.2136,                0.52014,                 1.0805,             0.00061605,             0.00061605,             0.00061605
                     48,                 1.0727,                0.52549,                 1.0094,                 1.1742,                0.52269,                 1.0237,                0.61273,                0.63232,                0.64747,                0.43887,                 1.1662,                0.53522,                 1.0727,                 1.2175,                 0.5349,                 1.0865,             0.00060505,             0.00060505,             0.00060505
                     49,                 1.0591,                0.52039,                 1.0101,                 1.1609,                0.52772,                 1.0257,                0.62426,                0.60721,                0.64518,                0.43856,                 1.1587,                0.52862,                  1.069,                 1.2111,                0.52632,                 1.0845,             0.00059405,             0.00059405,             0.00059405
                     50,                 1.0632,                0.51873,                 1.0043,                 1.1684,                0.52323,                 1.0205,                0.61925,                0.62674,                0.64859,                0.44082,                 1.1582,                0.51905,                 1.0655,                 1.2098,                0.51925,                 1.0815,             0.00058305,             0.00058305,             0.00058305
                     51,                 1.0669,                0.52388,                  1.008,                 1.1741,                 0.5305,                 1.0254,                0.61287,                0.62815,                0.64596,                0.43877,                 1.1543,                0.52041,                 1.0686,                 1.2058,                0.51975,                 1.0861,             0.00057205,             0.00057205,             0.00057205
                     52,                 1.0565,                0.51389,                 1.0068,                 1.1604,                0.51825,                  1.024,                0.61912,                0.63983,                0.64638,                0.43874,                 1.1632,                0.52226,                 1.0692,                 1.2154,                0.52173,                 1.0901,             0.00056105,             0.00056105,             0.00056105
                     53,                 1.0578,                 0.5169,                 1.0022,                 1.1637,                0.51903,                 1.0175,                0.62306,                0.60952,                0.64598,                0.43904,                 1.1617,                0.51671,                 1.0701,                 1.2146,                0.52525,                 1.0882,             0.00055006,             0.00055006,             0.00055006
                     54,                 1.0486,                0.51085,                 1.0012,                 1.1521,                 0.5105,                 1.0157,                0.62166,                0.60986,                0.64605,                 0.4392,                 1.1574,                0.52358,                  1.063,                 1.2128,                0.52713,                 1.0795,             0.00053906,             0.00053906,             0.00053906
                     55,                 1.0509,                 0.5088,                0.99977,                 1.1576,                0.51386,                 1.0125,                  0.632,                0.63149,                0.64692,                0.43957,                 1.1579,                0.51788,                 1.0634,                 1.2077,                0.52818,                 1.0783,             0.00052806,             0.00052806,             0.00052806
                     56,                 1.0561,                0.50951,                 1.0015,                  1.158,                 0.5086,                  1.015,                 0.6233,                0.63128,                0.64682,                0.43928,                 1.1551,                0.51642,                 1.0653,                 1.2063,                0.52356,                 1.0793,             0.00051706,             0.00051706,             0.00051706
                     57,                 1.0561,                0.51253,                 1.0024,                 1.1634,                0.52197,                 1.0165,                0.63174,                0.61887,                0.64421,                0.43963,                 1.1575,                0.51909,                 1.0627,                 1.2082,                0.53118,                 1.0782,             0.00050606,             0.00050606,             0.00050606
                     58,                 1.0399,                0.50036,                0.99693,                 1.1422,                0.49949,                 1.0112,                0.62123,                0.61828,                0.64517,                0.43907,                 1.1535,                0.52425,                 1.0639,                 1.2067,                0.54398,                 1.0815,             0.00049506,             0.00049506,             0.00049506
                     59,                 1.0422,                0.50728,                0.99635,                 1.1505,                0.51215,                 1.0108,                0.60879,                0.63605,                0.64722,                 0.4397,                 1.1579,                0.51948,                 1.0686,                 1.2137,                0.52851,                  1.083,             0.00048406,             0.00048406,             0.00048406
                     60,                 1.0485,                0.50264,                 0.9954,                 1.1523,                0.50374,                 1.0105,                0.61663,                0.63611,                0.64767,                 0.4422,                 1.1557,                0.51511,                  1.065,                 1.2064,                0.53104,                 1.0826,             0.00047306,             0.00047306,             0.00047306
                     61,                 1.0392,                0.49844,                0.99025,                 1.1456,                0.49963,                 1.0071,                0.62004,                0.61479,                 0.6449,                0.43897,                 1.1549,                0.51513,                 1.0621,                 1.2072,                0.53839,                 1.0816,             0.00046206,             0.00046206,             0.00046206
                     62,                 1.0403,                0.49948,                0.99499,                 1.1455,                0.50281,                 1.0084,                0.61397,                 0.6332,                0.64375,                 0.4381,                 1.1593,                0.52591,                 1.0692,                 1.2125,                0.53939,                 1.0842,             0.00045107,             0.00045107,             0.00045107
                     63,                 1.0421,                0.50789,                0.99713,                 1.1489,                0.51715,                 1.0116,                0.62155,                0.61233,                0.64502,                0.43924,                 1.1557,                0.52123,                 1.0686,                  1.208,                 0.5407,                 1.0816,             0.00044007,             0.00044007,             0.00044007
                     64,                 1.0364,                0.49819,                0.99348,                 1.1461,                0.50734,                 1.0073,                0.61136,                0.62575,                0.64334,                0.43865,                   1.16,                0.52391,                 1.0683,                 1.2145,                0.54964,                 1.0834,             0.00042907,             0.00042907,             0.00042907
                     65,                 1.0343,                0.49902,                0.99331,                   1.14,                0.50153,                 1.0064,                0.62251,                0.61101,                0.64345,                0.43923,                 1.1567,                  0.521,                 1.0678,                 1.2067,                0.53834,                 1.0801,             0.00041807,             0.00041807,             0.00041807
                     66,                 1.0313,                 0.4947,                0.99206,                 1.1367,                0.49915,                  1.005,                0.62557,                0.61919,                0.64526,                0.44033,                 1.1594,                0.52015,                 1.0656,                 1.2122,                0.53581,                 1.0793,             0.00040707,             0.00040707,             0.00040707
                     67,                 1.0314,                0.49369,                0.98763,                 1.1416,                0.49592,                 1.0002,                0.61584,                 0.6196,                 0.6437,                0.44017,                 1.1517,                0.51928,                 1.0625,                 1.2033,                0.54303,                 1.0748,             0.00039607,             0.00039607,             0.00039607
                     68,                 1.0248,                0.49033,                 0.9886,                 1.1258,                0.49169,                 1.0012,                0.62021,                0.61178,                0.64373,                0.43807,                 1.1563,                0.51812,                 1.0636,                 1.2077,                0.54311,                 1.0789,             0.00038507,             0.00038507,             0.00038507
                     69,                 1.0254,                0.48878,                0.98922,                 1.1266,                0.48728,                 1.0036,                0.62068,                0.61857,                0.64396,                 0.4388,                 1.1582,                0.52365,                 1.0678,                 1.2105,                0.54995,                 1.0837,             0.00037407,             0.00037407,             0.00037407
                     70,                 1.0205,                 0.4846,                0.98817,                 1.1226,                0.48689,                 1.0029,                 0.6236,                0.62267,                0.64382,                0.43929,                 1.1573,                0.52087,                 1.0656,                 1.2077,                0.54557,                 1.0823,             0.00036307,             0.00036307,             0.00036307
                     71,                 1.0131,                0.48417,                0.98824,                 1.1162,                0.48309,                 1.0042,                0.62364,                0.61356,                0.64399,                0.43891,                 1.1563,                0.52468,                 1.0675,                 1.2085,                0.54827,                  1.083,             0.00035208,             0.00035208,             0.00035208
                     72,                 1.0179,                0.48422,                0.98743,                 1.1178,                0.48248,                0.99854,                  0.619,                0.62314,                0.64367,                0.43882,                 1.1559,                0.51985,                 1.0693,                 1.2062,                0.54536,                 1.0795,             0.00034108,             0.00034108,             0.00034108
                     73,                 1.0208,                0.48516,                 0.9901,                 1.1226,                0.48748,                 1.0013,                0.61883,                0.62146,                0.64248,                0.43849,                 1.1572,                0.51935,                 1.0687,                 1.2065,                0.54665,                 1.0791,             0.00033008,             0.00033008,             0.00033008
                     74,                 1.0129,                0.48149,                0.98466,                  1.117,                0.48497,                0.99659,                0.62633,                0.61534,                0.64346,                0.43778,                 1.1589,                0.51996,                 1.0705,                 1.2092,                0.55117,                 1.0822,             0.00031908,             0.00031908,             0.00031908
                     75,                 1.0115,                0.48085,                0.98154,                 1.1143,                 0.4824,                0.99451,                0.62718,                 0.6188,                0.64292,                0.43828,                 1.1601,                0.52193,                 1.0691,                  1.212,                0.54818,                 1.0836,             0.00030808,             0.00030808,             0.00030808
                     76,                 1.0102,                0.47733,                0.98484,                 1.1059,                0.47921,                0.99891,                0.61347,                0.63114,                0.64438,                0.44017,                 1.1563,                0.52345,                 1.0649,                 1.2063,                0.54854,                 1.0793,             0.00029708,             0.00029708,             0.00029708
                     77,                 1.0102,                0.47451,                0.98145,                 1.1095,                0.47578,                0.99531,                0.62128,                0.61283,                0.64419,                0.44051,                 1.1566,                0.52363,                 1.0652,                 1.2073,                0.55374,                 1.0786,             0.00028608,             0.00028608,             0.00028608
                     78,                 1.0017,                0.47555,                0.97868,                 1.0986,                0.47397,                0.99118,                0.61357,                0.62791,                0.64292,                 0.4386,                   1.16,                0.52201,                 1.0686,                 1.2115,                0.55208,                 1.0846,             0.00027508,             0.00027508,             0.00027508
                     79,                 1.0021,                 0.4724,                0.98202,                 1.1061,                0.48162,                0.99652,                0.63233,                 0.6172,                0.64357,                0.43939,                 1.1586,                0.52112,                 1.0707,                 1.2088,                0.55453,                 1.0868,             0.00026408,             0.00026408,             0.00026408
                     80,                0.99972,                0.46971,                0.98141,                 1.0989,                0.46759,                0.99438,                0.63101,                0.61691,                0.64367,                0.43849,                 1.1594,                 0.5204,                 1.0685,                 1.2092,                0.55516,                 1.0813,             0.00025309,             0.00025309,             0.00025309
                     81,                0.99968,                0.46841,                0.97846,                  1.105,                  0.468,                0.99121,                0.62538,                0.60934,                 0.6426,                0.43934,                 1.1573,                0.52042,                  1.068,                  1.208,                0.55549,                  1.079,             0.00024209,             0.00024209,             0.00024209
                     82,                 1.0038,                0.46972,                0.97942,                 1.1068,                0.47307,                0.99079,                0.62623,                0.60692,                 0.6431,                  0.439,                 1.1605,                0.52164,                  1.069,                 1.2152,                0.55087,                  1.082,             0.00023109,             0.00023109,             0.00023109
                     83,                  1.002,                0.47074,                0.97629,                 1.1069,                0.47198,                 0.9877,                0.62228,                0.61201,                0.64324,                0.43798,                 1.1623,                0.52362,                 1.0715,                 1.2166,                0.55299,                 1.0844,             0.00022009,             0.00022009,             0.00022009
                     84,                0.99318,                0.46551,                0.97787,                 1.0929,                0.46091,                 0.9897,                0.62937,                0.60692,                 0.6426,                0.43837,                 1.1596,                0.52575,                  1.068,                 1.2141,                0.55876,                 1.0814,             0.00020909,             0.00020909,             0.00020909
                     85,                0.99617,                0.46527,                0.97727,                 1.0964,                0.46657,                0.99024,                0.62395,                0.61496,                0.64317,                0.43872,                 1.1575,                0.52349,                 1.0678,                 1.2105,                0.55623,                 1.0803,             0.00019809,             0.00019809,             0.00019809
                     86,                0.98683,                0.46389,                0.97369,                 1.0905,                0.46887,                 0.9864,                 0.6246,                0.61021,                0.64384,                0.43877,                 1.1582,                 0.5224,                 1.0659,                 1.2098,                0.55807,                 1.0792,             0.00018709,             0.00018709,             0.00018709
                     87,                0.98813,                 0.4641,                 0.9763,                  1.087,                0.46905,                0.98823,                 0.6263,                0.61022,                0.64355,                0.43842,                 1.1613,                0.52145,                 1.0683,                 1.2136,                0.55596,                 1.0818,             0.00017609,             0.00017609,             0.00017609
                     88,                0.98921,                0.46064,                0.97596,                  1.087,                 0.4634,                0.98856,                0.62455,                0.61199,                0.64389,                0.43775,                 1.1618,                0.52355,                 1.0683,                 1.2129,                0.55927,                 1.0832,             0.00016509,             0.00016509,             0.00016509
                     89,                0.98658,                0.46069,                0.97421,                 1.0881,                0.46289,                0.98703,                0.62329,                0.61345,                0.64375,                0.43766,                  1.161,                  0.521,                 1.0689,                 1.2131,                0.55463,                 1.0835,              0.0001541,              0.0001541,              0.0001541
                     90,                 0.9896,                0.46121,                0.97279,                 1.0904,                0.46239,                0.98507,                0.62147,                0.61804,                0.64346,                0.43838,                 1.1612,                0.52169,                 1.0701,                 1.2141,                0.55675,                 1.0852,              0.0001431,              0.0001431,              0.0001431
                     91,                0.99543,                0.42793,                0.98226,                 1.0652,                 0.3931,                0.99142,                0.61849,                0.61285,                 0.6438,                0.43751,                 1.1658,                0.51967,                 1.0732,                 1.2192,                 0.5503,                 1.0867,              0.0001321,              0.0001321,              0.0001321
                     92,                0.98401,                0.41785,                0.97978,                  1.051,                0.37842,                0.98764,                0.62757,                 0.6037,                  0.644,                0.43772,                 1.1679,                0.52179,                 1.0733,                 1.2218,                0.54965,                 1.0863,              0.0001211,              0.0001211,              0.0001211
                     93,                 0.9824,                0.41586,                0.97662,                   1.05,                0.37389,                0.98462,                0.62587,                0.60548,                0.64479,                0.43865,                 1.1668,                0.52263,                 1.0727,                 1.2202,                0.54912,                 1.0865,              0.0001101,              0.0001101,              0.0001101
                     94,                0.97837,                 0.4132,                0.97294,                 1.0469,                0.37305,                0.98002,                0.62666,                0.60478,                0.64431,                0.43793,                 1.1671,                 0.5221,                 1.0718,                 1.2211,                0.55315,                 1.0858,             9.9101e-05,             9.9101e-05,             9.9101e-05
                     95,                0.97307,                0.41093,                0.97265,                 1.0386,                0.37446,                0.98045,                0.62161,                0.61273,                0.64441,                0.43739,                 1.1681,                0.52254,                 1.0731,                 1.2204,                0.55448,                 1.0859,             8.8102e-05,             8.8102e-05,             8.8102e-05
                     96,                0.96982,                0.40947,                0.97206,                 1.0395,                 0.3666,                0.98032,                0.61959,                0.61419,                0.64386,                0.43741,                  1.169,                0.52242,                 1.0728,                 1.2212,                0.55627,                 1.0863,             7.7103e-05,             7.7103e-05,             7.7103e-05
                     97,                0.97174,                0.40904,                0.97179,                 1.0394,                0.36692,                0.98085,                0.62309,                0.61325,                0.64385,                0.43801,                 1.1661,                0.52227,                 1.0716,                 1.2177,                0.55725,                 1.0854,             6.6105e-05,             6.6105e-05,             6.6105e-05
                     98,                 0.9649,                0.40473,                0.96913,                 1.0328,                0.36361,                0.97736,                0.61978,                0.61436,                0.64396,                0.43796,                 1.1663,                 0.5238,                 1.0708,                 1.2183,                 0.5586,                 1.0847,             5.5106e-05,             5.5106e-05,             5.5106e-05
                     99,                0.96583,                0.40403,                0.96974,                 1.0315,                0.36182,                0.97815,                0.61964,                0.61599,                0.64369,                0.43724,                 1.1666,                0.52432,                 1.0718,                 1.2196,                0.55776,                 1.0854,             4.4107e-05,             4.4107e-05,             4.4107e-05
                    100,                0.96374,                0.40178,                 0.9673,                 1.0286,                0.35942,                0.97595,                0.61878,                0.61627,                0.64412,                0.43747,                 1.1666,                0.52354,                  1.072,                 1.2202,                0.55614,                 1.0859,             3.3108e-05,             3.3108e-05,             3.3108e-05
