                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     12,                 1.2513,                0.79907,                 1.0417,                  1.386,                0.86265,                 1.0088,                0.92347,                0.56211,                0.62191,                 0.4047,                  1.215,                0.68842,                 1.0346,                  1.293,                0.67348,                0.99737,               0.001001,               0.001001,               0.001001
                     13,                 1.2535,                0.78874,                 1.0417,                 1.3846,                0.85577,                 1.0061,                0.92015,                0.56297,                0.61954,                0.40237,                 1.2148,                0.69487,                  1.039,                 1.2887,                0.68272,                0.99336,             0.00099001,             0.00099001,             0.00099001
                     14,                 1.2414,                0.78493,                 1.0393,                 1.3756,                0.85444,                 1.0074,                0.91644,                0.56943,                0.62129,                0.40547,                 1.2082,                0.69279,                 1.0365,                 1.2913,                0.69355,                0.99399,             0.00097901,             0.00097901,             0.00097901
                     15,                  1.245,                0.78437,                 1.0365,                 1.3803,                0.85033,                 1.0045,                0.92845,                0.56507,                0.63022,                0.41075,                  1.205,                0.67932,                 1.0359,                 1.2885,                0.66316,                0.99699,             0.00096801,             0.00096801,             0.00096801
                     16,                 1.2404,                0.77194,                 1.0352,                 1.3738,                0.82983,                 1.0039,                0.92742,                0.57532,                0.62439,                0.40955,                 1.2136,                0.66681,                  1.035,                 1.2808,                0.64228,                0.99389,             0.00095702,             0.00095702,             0.00095702
                     17,                 1.2312,                0.76535,                 1.0327,                 1.3625,                0.82376,                0.99844,                0.91636,                0.56999,                0.62335,                0.40712,                 1.2063,                 0.6644,                  1.036,                 1.2937,                 0.6403,                0.99302,             0.00094602,             0.00094602,             0.00094602
                     18,                 1.2279,                0.76172,                  1.031,                 1.3576,                0.81437,                0.99758,                0.92243,                0.57908,                0.62695,                0.41318,                 1.1996,                0.66638,                 1.0335,                 1.2767,                0.63482,                0.98987,             0.00093502,             0.00093502,             0.00093502
                     19,                 1.2379,                0.77394,                 1.0346,                 1.3732,                0.83275,                 1.0015,                 0.9193,                0.57003,                0.62534,                0.40948,                  1.201,                0.66978,                 1.0329,                 1.2787,                0.64825,                0.99188,             0.00092402,             0.00092402,             0.00092402
                     20,                  1.228,                0.75946,                 1.0292,                 1.3594,                0.81454,                0.99421,                0.92267,                0.57901,                0.63207,                0.41387,                 1.1969,                0.65776,                 1.0309,                 1.2799,                0.62484,                0.98635,             0.00091302,             0.00091302,             0.00091302
                     21,                 1.2277,                0.75873,                 1.0314,                 1.3628,                 0.8142,                 1.0032,                0.93064,                0.57421,                0.62692,                0.41062,                  1.195,                0.67342,                 1.0296,                 1.2806,                0.65055,                0.99135,             0.00090202,             0.00090202,             0.00090202
                     22,                 1.2254,                0.75098,                 1.0272,                 1.3579,                0.80632,                0.99457,                0.59839,                0.57025,                0.62352,                0.41053,                 1.1972,                0.66462,                 1.0314,                 1.2762,                0.65034,                0.98883,             0.00089102,             0.00089102,             0.00089102
                     23,                 1.2112,                0.74157,                 1.0215,                 1.3414,                0.79067,                0.98916,                0.92715,                0.57285,                0.63343,                0.41421,                 1.1916,                0.65723,                 1.0266,                 1.2691,                0.65339,                0.98874,             0.00088002,             0.00088002,             0.00088002
                     24,                 1.2218,                0.74975,                 1.0226,                 1.3493,                 0.7939,                 0.9896,                0.92328,                 0.5759,                  0.632,                0.41528,                 1.1943,                0.65286,                 1.0237,                 1.2801,                0.62592,                0.98443,             0.00086902,             0.00086902,             0.00086902
                     25,                 1.2145,                0.74004,                 1.0233,                 1.3378,                0.78366,                0.98863,                0.92468,                0.57201,                0.62924,                0.41713,                  1.186,                0.64936,                  1.022,                 1.2695,                0.63308,                0.98594,             0.00085803,             0.00085803,             0.00085803
                     26,                 1.2114,                0.73772,                 1.0227,                 1.3389,                0.78684,                0.98905,                 0.5932,                0.57751,                 0.6287,                0.41351,                 1.1876,                0.66527,                 1.0257,                 1.2683,                0.64547,                0.98564,             0.00084703,             0.00084703,             0.00084703
                     27,                  1.205,                0.72791,                  1.019,                 1.3381,                0.77025,                0.98618,                0.93094,                0.57996,                0.63333,                0.41463,                  1.193,                0.64511,                  1.023,                 1.2828,                0.62506,                0.98926,             0.00083603,             0.00083603,             0.00083603
                     28,                 1.2044,                0.72516,                 1.0195,                 1.3364,                0.77147,                0.98727,                0.58334,                0.61025,                0.62791,                0.41743,                  1.185,                0.64396,                 1.0208,                   1.26,                0.62167,                0.98105,             0.00082503,             0.00082503,             0.00082503
                     29,                 1.2124,                 0.7294,                 1.0203,                 1.3428,                0.77378,                0.99056,                0.93096,                0.57386,                0.62892,                0.41714,                 1.1854,                0.63459,                 1.0235,                 1.2592,                0.62633,                0.98362,             0.00081403,             0.00081403,             0.00081403
                     30,                 1.2098,                0.73474,                   1.02,                 1.3403,                0.77236,                0.99016,                0.93151,                0.57859,                0.63116,                0.41384,                 1.1971,                 0.6453,                  1.025,                 1.2747,                0.61589,                 0.9896,             0.00080303,             0.00080303,             0.00080303
                     31,                 1.2048,                0.72745,                 1.0171,                  1.332,                0.76902,                0.98597,                0.63175,                0.60726,                0.63311,                0.41773,                 1.1846,                0.64533,                 1.0201,                 1.2696,                0.62092,                0.98467,             0.00079203,             0.00079203,             0.00079203
                     32,                 1.1902,                0.71938,                 1.0122,                 1.3226,                0.77257,                0.98334,                0.93438,                0.58153,                0.63551,                0.41763,                 1.1855,                0.63817,                 1.0222,                  1.267,                 0.6195,                0.98242,             0.00078103,             0.00078103,             0.00078103
                     33,                 1.2048,                0.72691,                 1.0179,                 1.3344,                0.76762,                 0.9839,                0.59016,                0.61275,                0.63356,                0.41833,                 1.1813,                0.62922,                  1.022,                 1.2628,                0.60705,                0.97631,             0.00077003,             0.00077003,             0.00077003
                     34,                 1.1928,                0.71288,                 1.0166,                 1.3206,                0.75312,                0.97892,                0.66431,                0.59925,                0.63259,                0.42035,                 1.1785,                0.63999,                  1.024,                 1.2585,                0.61326,                0.97811,             0.00075904,             0.00075904,             0.00075904
                     35,                 1.1977,                0.71588,                  1.016,                 1.3304,                 0.7615,                0.98007,                0.60566,                0.58059,                0.63442,                0.42096,                 1.1753,                0.63375,                 1.0175,                 1.2659,                0.59699,                0.97577,             0.00074804,             0.00074804,             0.00074804
                     36,                 1.1892,                0.71345,                 1.0146,                 1.3249,                0.76028,                0.97802,                0.59099,                0.61522,                0.63255,                0.41757,                 1.1847,                0.63551,                 1.0206,                 1.2678,                0.61238,                0.97586,             0.00073704,             0.00073704,             0.00073704
                     37,                 1.1913,                0.71354,                 1.0148,                  1.316,                0.75891,                0.97815,                0.60461,                0.58289,                 0.6337,                0.41872,                 1.1853,                0.62925,                 1.0186,                 1.2735,                0.60142,                0.97759,             0.00072604,             0.00072604,             0.00072604
                     38,                 1.1888,                0.70698,                 1.0095,                 1.3151,                0.74906,                0.97392,                0.64155,                0.59545,                0.63317,                0.41895,                 1.1773,                0.63027,                 1.0148,                 1.2633,                0.61289,                0.97553,             0.00071504,             0.00071504,             0.00071504
                     39,                  1.184,                 0.7057,                 1.0121,                 1.3074,                 0.7478,                0.97662,                0.59819,                0.58741,                0.63195,                0.41781,                 1.1781,                0.63526,                 1.0187,                 1.2541,                0.61851,                0.97445,             0.00070404,             0.00070404,             0.00070404
                     40,                 1.1933,                0.70882,                 1.0128,                 1.3229,                0.74427,                0.97645,                0.60529,                0.57941,                0.63504,                0.42253,                 1.1713,                0.62247,                 1.0168,                 1.2522,                0.60078,                0.97265,             0.00069304,             0.00069304,             0.00069304
                     41,                 1.1869,                0.70785,                 1.0131,                 1.3219,                0.73692,                0.97968,                 0.6292,                0.59635,                0.63474,                0.42146,                 1.1765,                0.62741,                 1.0183,                 1.2614,                0.61137,                0.97776,             0.00068204,             0.00068204,             0.00068204
                     42,                 1.1801,                0.69771,                 1.0098,                 1.3108,                0.73189,                0.97701,                0.61521,                0.59507,                0.63236,                 0.4195,                 1.1745,                0.63035,                 1.0171,                 1.2551,                0.61052,                0.97656,             0.00067104,             0.00067104,             0.00067104
                     43,                 1.1902,                0.70523,                 1.0121,                 1.3172,                0.73951,                0.97693,                0.64788,                0.58605,                0.63161,                0.41944,                 1.1729,                0.62685,                 1.0164,                 1.2509,                 0.6066,                0.97304,             0.00066005,             0.00066005,             0.00066005
                     44,                 1.1926,                0.69838,                 1.0067,                 1.3202,                0.74493,                0.97176,                0.60876,                0.58437,                0.63031,                0.42148,                 1.1696,                0.63298,                 1.0147,                 1.2481,                0.62288,                0.97331,             0.00064905,             0.00064905,             0.00064905
                     45,                 1.1795,                 0.6979,                 1.0085,                 1.3097,                0.73482,                0.97441,                0.63477,                0.58626,                0.63061,                0.42079,                 1.1738,                0.62874,                 1.0151,                 1.2546,                0.60318,                0.97292,             0.00063805,             0.00063805,             0.00063805
                     46,                 1.1808,                0.69371,                 1.0079,                 1.3074,                 0.7326,                0.97353,                0.61912,                0.58403,                0.63056,                0.42193,                 1.1716,                0.63004,                 1.0139,                 1.2515,                0.59834,                0.97066,             0.00062705,             0.00062705,             0.00062705
                     47,                 1.1769,                0.69684,                 1.0085,                 1.3042,                0.73602,                0.97388,                0.59925,                0.61024,                 0.6319,                0.41862,                 1.1742,                0.62526,                 1.0148,                 1.2593,                0.60285,                0.97443,             0.00061605,             0.00061605,             0.00061605
                     48,                 1.1806,                0.69352,                 1.0073,                  1.306,                0.71895,                0.97279,                  0.603,                0.59621,                0.63345,                0.42054,                  1.173,                0.62574,                 1.0156,                 1.2555,                0.59632,                0.97488,             0.00060505,             0.00060505,             0.00060505
                     49,                 1.1702,                0.68717,                 1.0073,                  1.294,                0.71708,                0.97595,                0.57668,                 0.6173,                0.63042,                 0.4212,                 1.1713,                0.62725,                 1.0149,                 1.2528,                0.61044,                0.97409,             0.00059405,             0.00059405,             0.00059405
                     50,                  1.175,                0.68483,                 1.0045,                 1.3026,                0.71866,                0.96935,                0.61488,                0.59025,                0.63465,                 0.4239,                 1.1742,                0.62236,                 1.0142,                 1.2569,                0.59544,                0.97341,             0.00058305,             0.00058305,             0.00058305
                     51,                 1.1813,                0.69479,                 1.0071,                 1.3077,                0.73405,                0.97114,                0.61566,                0.59642,                0.63137,                0.42068,                 1.1706,                0.62649,                 1.0127,                 1.2537,                0.59755,                0.97152,             0.00057205,             0.00057205,             0.00057205
                     52,                 1.1654,                0.68105,                 1.0039,                  1.296,                0.71529,                0.96974,                  0.623,                 0.5964,                0.63628,                0.42395,                 1.1728,                0.62349,                 1.0142,                 1.2484,                 0.6013,                0.97091,             0.00056105,             0.00056105,             0.00056105
                     53,                 1.1689,                0.68739,                0.99986,                 1.2974,                0.72346,                0.96573,                0.63254,                0.58896,                0.63412,                0.42306,                 1.1703,                0.62126,                 1.0115,                 1.2541,                0.59499,                0.97005,             0.00055006,             0.00055006,             0.00055006
                     54,                 1.1662,                0.68004,                 1.0014,                 1.2893,                0.71075,                0.96713,                0.59118,                0.60738,                 0.6315,                0.42287,                 1.1662,                0.62196,                 1.0067,                 1.2457,                0.59842,                0.96659,             0.00053906,             0.00053906,             0.00053906
                     55,                 1.1655,                0.68142,                0.99666,                 1.2966,                0.71824,                0.96442,                0.60744,                0.60122,                  0.631,                 0.4214,                 1.1651,                0.61862,                 1.0082,                 1.2473,                0.60341,                0.97079,             0.00052806,             0.00052806,             0.00052806
                     56,                 1.1719,                0.68119,                 1.0022,                 1.2949,                0.71162,                0.96722,                0.60422,                0.63293,                0.63399,                 0.4228,                 1.1646,                0.62038,                 1.0083,                 1.2423,                0.60046,                 0.9671,             0.00051706,             0.00051706,             0.00051706
                     57,                 1.1744,                0.68148,                 1.0039,                 1.3031,                0.72233,                0.97006,                0.59824,                  0.602,                0.63025,                0.42241,                 1.1646,                0.61836,                 1.0093,                 1.2432,                0.59438,                0.96822,             0.00050606,             0.00050606,             0.00050606
                     58,                 1.1546,                0.66664,                0.99713,                 1.2797,                0.69489,                0.96442,                0.61927,                0.59114,                0.63004,                0.42083,                 1.1668,                0.61883,                 1.0103,                 1.2458,                0.60471,                0.97187,             0.00049506,             0.00049506,             0.00049506
                     59,                 1.1633,                0.67741,                0.99825,                 1.2935,                0.71392,                0.96402,                0.61234,                0.61265,                0.63369,                0.42347,                 1.1626,                0.61252,                 1.0071,                 1.2458,                0.58901,                0.96868,             0.00048406,             0.00048406,             0.00048406
                     60,                  1.167,                0.67578,                0.99646,                 1.2932,                0.70398,                0.96191,                0.64058,                0.59317,                0.63461,                0.42165,                 1.1641,                0.61011,                 1.0077,                 1.2481,                0.58442,                0.96805,             0.00047306,             0.00047306,             0.00047306
                     61,                 1.1641,                0.67201,                0.99794,                 1.2905,                0.70622,                0.96278,                0.62934,                0.59866,                0.63318,                  0.423,                 1.1659,                0.61495,                 1.0091,                 1.2471,                0.59579,                 0.9685,             0.00046206,             0.00046206,             0.00046206
                     62,                 1.1621,                0.66929,                0.99556,                 1.2904,                0.69726,                 0.9596,                0.64185,                0.58501,                0.63325,                0.42426,                 1.1678,                0.61578,                 1.0091,                 1.2464,                0.59161,                0.96607,             0.00045107,             0.00045107,             0.00045107
                     63,                  1.168,                0.68184,                0.99868,                 1.2997,                0.71912,                0.96444,                0.60897,                0.58668,                0.63181,                0.42307,                 1.1644,                0.61288,                 1.0083,                 1.2424,                0.60373,                0.96687,             0.00044007,             0.00044007,             0.00044007
                     64,                 1.1594,                 0.6736,                0.99576,                  1.291,                0.71289,                0.96338,                0.61757,                0.59081,                0.63303,                0.42345,                 1.1685,                0.61672,                 1.0106,                 1.2454,                0.60281,                0.97013,             0.00042907,             0.00042907,             0.00042907
                     65,                 1.1585,                0.67007,                0.99402,                 1.2864,                0.70089,                0.96095,                 0.6083,                0.61028,                0.63323,                0.42513,                 1.1656,                0.61378,                 1.0094,                 1.2423,                0.60231,                0.96679,             0.00041807,             0.00041807,             0.00041807
                     66,                 1.1593,                 0.6656,                0.99658,                 1.2863,                0.69828,                0.96129,                0.61525,                0.62513,                0.63394,                0.42503,                 1.1627,                0.61515,                 1.0084,                 1.2428,                0.60006,                0.96608,             0.00040707,             0.00040707,             0.00040707
                     67,                 1.1602,                  0.669,                0.99433,                 1.2861,                0.70057,                0.95835,                0.61442,                0.60322,                0.63291,                0.42342,                 1.1627,                0.61332,                 1.0062,                 1.2409,                0.60033,                0.96447,             0.00039607,             0.00039607,             0.00039607
                     68,                 1.1516,                0.66377,                0.99487,                 1.2739,                0.69443,                0.96004,                0.66485,                0.59534,                0.63599,                0.42609,                 1.1652,                0.61238,                  1.008,                 1.2435,                0.59444,                0.96676,             0.00038507,             0.00038507,             0.00038507
                     69,                  1.153,                0.66101,                0.99509,                 1.2723,                0.69486,                0.96246,                0.63064,                0.60747,                0.63625,                0.42649,                  1.162,                0.61194,                 1.0072,                 1.2415,                0.59112,                0.96826,             0.00037407,             0.00037407,             0.00037407
                     70,                 1.1513,                0.65712,                0.99514,                 1.2779,                0.68934,                0.96252,                0.63889,                 0.6027,                0.63537,                0.42675,                 1.1625,                0.61088,                 1.0067,                 1.2425,                0.59502,                0.96909,             0.00036307,             0.00036307,             0.00036307
                     71,                 1.1498,                0.65937,                0.99557,                 1.2705,                 0.6867,                0.96064,                0.61814,                0.59267,                0.63433,                0.42548,                 1.1624,                0.61152,                 1.0053,                 1.2406,                0.60048,                0.96635,             0.00035208,             0.00035208,             0.00035208
                     72,                 1.1534,                0.65834,                0.99379,                 1.2744,                0.68607,                0.95802,                0.58817,                0.61978,                0.63476,                0.42715,                 1.1565,                0.61067,                 1.0052,                 1.2376,                0.58984,                0.96698,             0.00034108,             0.00034108,             0.00034108
                     73,                 1.1525,                0.65679,                0.99404,                 1.2742,                0.68752,                0.96099,                0.59154,                   0.62,                0.63275,                0.42639,                 1.1592,                0.61307,                 1.0032,                 1.2389,                0.60082,                 0.9635,             0.00033008,             0.00033008,             0.00033008
                     74,                 1.1451,                0.65537,                0.98866,                 1.2727,                0.68773,                0.95538,                0.62508,                0.59664,                0.63522,                0.42653,                 1.1612,                0.61081,                 1.0054,                 1.2396,                0.59476,                0.96332,             0.00031908,             0.00031908,             0.00031908
                     75,                 1.1472,                0.65321,                0.98854,                 1.2667,                0.69041,                0.95362,                0.61682,                0.59404,                0.63432,                0.42667,                 1.1615,                0.60966,                 1.0048,                 1.2382,                0.59899,                 0.9634,             0.00030808,             0.00030808,             0.00030808
                     76,                 1.1451,                0.65449,                0.99117,                 1.2645,                 0.6838,                0.95678,                0.59839,                0.59754,                 0.6325,                0.42607,                 1.1603,                 0.6143,                 1.0055,                  1.236,                0.60376,                0.96338,             0.00029708,             0.00029708,             0.00029708
                     77,                 1.1453,                0.65259,                0.98966,                 1.2652,                0.67948,                0.95462,                0.60036,                 0.6108,                0.63251,                0.42654,                 1.1597,                0.61188,                 1.0034,                 1.2394,                0.59759,                0.96345,             0.00028608,             0.00028608,             0.00028608
                     78,                 1.1395,                 0.6527,                0.98661,                 1.2611,                 0.6774,                0.95209,                0.60519,                0.59061,                0.63307,                0.42491,                 1.1602,                0.60974,                 1.0037,                 1.2374,                0.60131,                0.96207,             0.00027508,             0.00027508,             0.00027508
                     79,                  1.141,                0.64594,                0.98788,                 1.2661,                0.67465,                0.95429,                 0.6136,                0.61497,                0.63358,                0.42555,                 1.1607,                0.61282,                 1.0034,                 1.2389,                0.60147,                0.96319,             0.00026408,             0.00026408,             0.00026408
                     80,                 1.1367,                0.64863,                0.98863,                  1.261,                 0.6735,                0.95631,                0.61657,                0.60546,                0.63476,                0.42737,                  1.159,                0.61072,                 1.0037,                 1.2354,                0.60231,                 0.9619,             0.00025309,             0.00025309,             0.00025309
                     81,                 1.1396,                0.64673,                 0.9867,                 1.2667,                0.67257,                0.95342,                0.59873,                0.60688,                 0.6336,                0.42538,                 1.1596,                0.61122,                 1.0045,                 1.2353,                0.60087,                0.96214,             0.00024209,             0.00024209,             0.00024209
                     82,                 1.1418,                0.64354,                0.98585,                 1.2665,                0.67364,                 0.9542,                0.61716,                0.59552,                0.63398,                0.42576,                 1.1583,                0.60905,                  1.003,                  1.235,                0.60049,                0.96277,             0.00023109,             0.00023109,             0.00023109
                     83,                 1.1434,                0.64911,                0.98305,                 1.2691,                0.68498,                0.94991,                0.60706,                 0.6076,                0.63405,                  0.426,                 1.1588,                0.60802,                 1.0027,                 1.2367,                 0.5998,                0.96143,             0.00022009,             0.00022009,             0.00022009
                     84,                 1.1366,                0.64538,                0.98678,                 1.2559,                0.67405,                0.95306,                0.61732,                0.61539,                 0.6344,                0.42613,                  1.159,                 0.6068,                  1.002,                 1.2368,                0.60035,                0.96193,             0.00020909,             0.00020909,             0.00020909
                     85,                 1.1351,                0.64477,                0.98575,                 1.2561,                0.67315,                0.95165,                0.60982,                0.62612,                0.63472,                0.42681,                 1.1566,                0.60583,                 1.0015,                 1.2361,                0.59646,                0.96111,             0.00019809,             0.00019809,             0.00019809
                     86,                 1.1286,                0.64384,                0.98426,                 1.2529,                0.67684,                0.95072,                0.61296,                0.61006,                0.63436,                0.42488,                 1.1575,                0.60434,                 1.0012,                 1.2386,                0.59628,                0.96114,             0.00018709,             0.00018709,             0.00018709
                     87,                 1.1297,                0.64424,                0.98654,                 1.2525,                0.67314,                0.95447,                0.62568,                0.60238,                 0.6331,                0.42463,                  1.159,                0.60728,                 1.0015,                  1.239,                0.60053,                0.96159,             0.00017609,             0.00017609,             0.00017609
                     88,                 1.1361,                0.64144,                0.98683,                 1.2532,                0.66971,                0.95143,                0.62407,                0.60274,                0.63326,                0.42552,                 1.1585,                0.60796,                 1.0002,                 1.2355,                0.60333,                0.96106,             0.00016509,             0.00016509,             0.00016509
                     89,                 1.1334,                0.63842,                0.98462,                 1.2549,                0.66419,                0.95218,                0.61829,                0.60423,                0.63322,                 0.4264,                 1.1548,                 0.6059,                0.99955,                 1.2348,                  0.599,                0.96069,              0.0001541,              0.0001541,              0.0001541
                     90,                 1.1374,                0.64283,                0.98388,                 1.2571,                0.67181,                0.94923,                0.61656,                0.60474,                0.63255,                 0.4246,                 1.1557,                0.60611,                0.99948,                 1.2372,                 0.6007,                0.96121,              0.0001431,              0.0001431,              0.0001431
                     91,                 1.1293,                0.59043,                0.98326,                 1.2275,                0.57002,                0.94421,                  0.608,                0.59726,                0.63043,                0.42184,                 1.1639,                0.61879,                 1.0039,                 1.2442,                0.60891,                 0.9651,              0.0001321,              0.0001321,              0.0001321
                     92,                 1.1231,                0.58419,                0.98424,                 1.2206,                0.55927,                0.94672,                0.60796,                0.58885,                0.63221,                0.42367,                 1.1636,                0.61702,                 1.0029,                 1.2433,                0.60866,                0.96284,              0.0001211,              0.0001211,              0.0001211
                     93,                 1.1176,                 0.5819,                0.98063,                 1.2152,                 0.5622,                0.94543,                0.60828,                0.58805,                0.63148,                0.42319,                 1.1639,                0.61759,                  1.003,                 1.2427,                0.60716,                0.96358,              0.0001101,              0.0001101,              0.0001101
                     94,                 1.1218,                0.58384,                0.98039,                 1.2165,                0.56264,                0.94096,                0.59917,                0.59438,                0.63206,                0.42323,                 1.1632,                0.61983,                 1.0028,                 1.2416,                0.60609,                 0.9625,             9.9101e-05,             9.9101e-05,             9.9101e-05
                     95,                 1.1174,                 0.5782,                0.98076,                 1.2113,                 0.5634,                0.94166,                 0.6117,                0.58498,                0.63186,                0.42396,                 1.1625,                0.62107,                 1.0028,                  1.241,                0.60971,                0.96171,             8.8102e-05,             8.8102e-05,             8.8102e-05
                     96,                 1.1193,                0.57989,                0.98031,                 1.2117,                0.55673,                0.94027,                0.61177,                0.58703,                0.63069,                0.42284,                 1.1633,                0.61994,                  1.003,                 1.2426,                0.60957,                0.96155,             7.7103e-05,             7.7103e-05,             7.7103e-05
                     97,                 1.1168,                0.57632,                0.97914,                 1.2105,                0.55398,                   0.94,                0.61139,                0.58683,                 0.6307,                0.42318,                  1.163,                0.61929,                 1.0027,                 1.2429,                0.60953,                0.96196,             6.6105e-05,             6.6105e-05,             6.6105e-05
                     98,                 1.1154,                0.57687,                0.97891,                 1.2086,                0.55245,                0.93891,                0.60803,                0.58931,                0.63188,                0.42467,                 1.1619,                0.61894,                 1.0026,                  1.242,                0.60852,                0.96127,             5.5106e-05,             5.5106e-05,             5.5106e-05
                     99,                  1.117,                0.57552,                0.97968,                 1.2068,                0.55023,                0.93974,                0.60528,                0.59153,                0.63078,                0.42412,                 1.1602,                0.61858,                 1.0017,                 1.2405,                0.61171,                0.96022,             4.4107e-05,             4.4107e-05,             4.4107e-05
                    100,                 1.1107,                0.57375,                0.97669,                 1.2047,                  0.552,                0.93768,                0.60695,                 0.5913,                0.63145,                0.42453,                 1.1606,                0.61784,                 1.0018,                 1.2416,                0.60726,                0.96054,             3.3108e-05,             3.3108e-05,             3.3108e-05
